allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	GCA_029747675_1_ASM2974767v1_genomic	GCA_029747785_1_ASM2974778v1_genomic	GCA_029747985_1_ASM2974798v1_genomic	GCA_029952765_1_ASM2995276v1_genomic	GCA_030235225_1_ASM3023522v1_genomic	GCA_030235235_1_ASM3023523v1_genomic	GCA_030235265_1_ASM3023526v1_genomic	GCA_030235285_1_ASM3023528v1_genomic	GCA_030235295_1_ASM3023529v1_genomic	GCA_030235325_1_ASM3023532v1_genomic	GCA_030235345_1_ASM3023534v1_genomic	GCA_030235365_1_ASM3023536v1_genomic	GCA_030235385_1_ASM3023538v1_genomic	GCA_030235405_1_ASM3023540v1_genomic	GCA_030235425_1_ASM3023542v1_genomic	GCA_030235435_1_ASM3023543v1_genomic	GCA_030235465_1_ASM3023546v1_genomic	GCA_030235485_1_ASM3023548v1_genomic	GCA_030235505_1_ASM3023550v1_genomic	GCA_030235545_1_ASM3023554v1_genomic	GCA_030239725_1_ASM3023972v1_genomic	GCA_030239765_1_ASM3023976v1_genomic	GCA_030239785_1_ASM3023978v1_genomic	GCA_030239805_1_ASM3023980v1_genomic	GCA_030239825_1_ASM3023982v1_genomic	GCA_030239835_1_ASM3023983v1_genomic	GCA_030239865_1_ASM3023986v1_genomic	GCA_030239885_1_ASM3023988v1_genomic	GCA_030239895_1_ASM3023989v1_genomic	GCA_030239925_1_ASM3023992v1_genomic	GCA_030239935_1_ASM3023993v1_genomic	GCA_030239965_1_ASM3023996v1_genomic	GCA_030239985_1_ASM3023998v1_genomic	GCA_030240005_1_ASM3024000v1_genomic	GCA_030240015_1_ASM3024001v1_genomic	GCA_030240025_1_ASM3024002v1_genomic	GCA_030240065_1_ASM3024006v1_genomic	GCA_030240085_1_ASM3024008v1_genomic	GCA_030240105_1_ASM3024010v1_genomic	GCA_030240125_1_ASM3024012v1_genomic	GCA_030240135_1_ASM3024013v1_genomic	GCA_030240165_1_ASM3024016v1_genomic	GCA_030240185_1_ASM3024018v1_genomic
g00085_00006	g00085	NA	50S ribosomal protein L29	98	1	43	1	1	1	0	0	0	0	43	50S ribosomal protein L29(43)	NA(43)	249	249	249.00	1	23	CKFBNF_03225	PDKELN_03110	LKGPGJ_03130	NHAIDG_08590	JJKLOM_08530	KLBIAF_06695	PKJNML_02525	BJCJFD_07445	CJEPLJ_04010	NCGJEB_01905	FNBPHI_03585	AJPFBF_05835	IONAJF_07505	HDDGPA_07045	LGAECN_10610	KBFPKB_03960	NOBNEL_02400	BKGCNC_07185	DDPEJL_07550	CFCNNG_07565	LOBFBJ_06655	HJCBJE_04840	BDBJLG_08250	FMMFDJ_10425	GKNDCE_07000	FDHOFG_07225	CEFCCI_09150	KMLEIH_08090	NDPNHO_07785	OIKCCF_07590	EFBKIP_06465	CONBLF_08980	IAMNGM_08115	OCDEKD_02835	ABIDKG_08675	FIMDAF_09955	CNHFKG_11545	KGMBGA_05395	MLFLFD_04410	JAJJBD_02350	NOAGLL_00955	GHNCNC_03190	FPFKPL_01065
g00051_00006	g00051	NA	30S ribosomal protein S17	98	1	43	1	1	1	0	0	0	0	43	30S ribosomal protein S17(43)	NA(43)	276	276	276.00	1	24	CKFBNF_03230	PDKELN_03115	LKGPGJ_03135	NHAIDG_08585	JJKLOM_08525	KLBIAF_06690	PKJNML_02530	BJCJFD_07450	CJEPLJ_04015	NCGJEB_01910	FNBPHI_03580	AJPFBF_05830	IONAJF_07510	HDDGPA_07050	LGAECN_10615	KBFPKB_03955	NOBNEL_02395	BKGCNC_07190	DDPEJL_07545	CFCNNG_07560	LOBFBJ_06650	HJCBJE_04845	BDBJLG_08255	FMMFDJ_10430	GKNDCE_07005	FDHOFG_07230	CEFCCI_09155	KMLEIH_08085	NDPNHO_07780	OIKCCF_07585	EFBKIP_06460	CONBLF_08985	IAMNGM_08120	OCDEKD_02840	ABIDKG_08670	FIMDAF_09960	CNHFKG_11540	KGMBGA_05390	MLFLFD_04405	JAJJBD_02345	NOAGLL_00960	GHNCNC_03195	FPFKPL_01070
g00407_00006	g00407	NA	50S ribosomal protein L14	98	1	43	1	1	1	0	0	0	0	43	50S ribosomal protein L14(43)	NA(43)	372	372	372.00	1	25	CKFBNF_03235	PDKELN_03120	LKGPGJ_03140	NHAIDG_08580	JJKLOM_08520	KLBIAF_06685	PKJNML_02535	BJCJFD_07455	CJEPLJ_04020	NCGJEB_01915	FNBPHI_03575	AJPFBF_05825	IONAJF_07515	HDDGPA_07055	LGAECN_10620	KBFPKB_03950	NOBNEL_02390	BKGCNC_07195	DDPEJL_07540	CFCNNG_07555	LOBFBJ_06645	HJCBJE_04850	BDBJLG_08260	FMMFDJ_10435	GKNDCE_07010	FDHOFG_07235	CEFCCI_09160	KMLEIH_08080	NDPNHO_07775	OIKCCF_07580	EFBKIP_06455	CONBLF_08990	IAMNGM_08125	OCDEKD_02845	ABIDKG_08665	FIMDAF_09965	CNHFKG_11535	KGMBGA_05385	MLFLFD_04400	JAJJBD_02340	NOAGLL_00965	GHNCNC_03200	FPFKPL_01075
g00563_00006	g00563	NA	50S ribosomal protein L24	98	1	43	1	1	1	0	0	0	0	43	50S ribosomal protein L24(43)	NA(43)	372	372	372.00	1	26	CKFBNF_03240	PDKELN_03125	LKGPGJ_03145	NHAIDG_08575	JJKLOM_08515	KLBIAF_06680	PKJNML_02540	BJCJFD_07460	CJEPLJ_04025	NCGJEB_01920	FNBPHI_03570	AJPFBF_05820	IONAJF_07520	HDDGPA_07060	LGAECN_10625	KBFPKB_03945	NOBNEL_02385	BKGCNC_07200	DDPEJL_07535	CFCNNG_07550	LOBFBJ_06640	HJCBJE_04855	BDBJLG_08265	FMMFDJ_10440	GKNDCE_07015	FDHOFG_07240	CEFCCI_09165	KMLEIH_08075	NDPNHO_07770	OIKCCF_07575	EFBKIP_06450	CONBLF_08995	IAMNGM_08130	OCDEKD_02850	ABIDKG_08660	FIMDAF_09970	CNHFKG_11530	KGMBGA_05380	MLFLFD_04395	JAJJBD_02335	NOAGLL_00970	GHNCNC_03205	FPFKPL_01080
g00315_00006	g00315	NA	50S ribosomal protein L5	98	1	43	1	1	1	0	0	0	0	43	50S ribosomal protein L5(43)	NA(43)	663	663	663.00	1	27	CKFBNF_03245	PDKELN_03130	LKGPGJ_03150	NHAIDG_08570	JJKLOM_08510	KLBIAF_06675	PKJNML_02545	BJCJFD_07465	CJEPLJ_04030	NCGJEB_01925	FNBPHI_03565	AJPFBF_05815	IONAJF_07525	HDDGPA_07065	LGAECN_10630	KBFPKB_03940	NOBNEL_02380	BKGCNC_07205	DDPEJL_07530	CFCNNG_07545	LOBFBJ_06635	HJCBJE_04860	BDBJLG_08270	FMMFDJ_10445	GKNDCE_07020	FDHOFG_07245	CEFCCI_09170	KMLEIH_08070	NDPNHO_07765	OIKCCF_07570	EFBKIP_06445	CONBLF_09000	IAMNGM_08135	OCDEKD_02855	ABIDKG_08655	FIMDAF_09975	CNHFKG_11525	KGMBGA_05375	MLFLFD_04390	JAJJBD_02330	NOAGLL_00975	GHNCNC_03210	FPFKPL_01085
g00899_00006	g00899	NA	type Z 30S ribosomal protein S14	98	1	43	1	1	1	0	0	0	0	43	type Z 30S ribosomal protein S14(43)	NA(43)	186	186	186.00	1	28	CKFBNF_03250	PDKELN_03135	LKGPGJ_03155	NHAIDG_08565	JJKLOM_08505	KLBIAF_06670	PKJNML_02550	BJCJFD_07470	CJEPLJ_04035	NCGJEB_01930	FNBPHI_03560	AJPFBF_05810	IONAJF_07530	HDDGPA_07070	LGAECN_10635	KBFPKB_03935	NOBNEL_02375	BKGCNC_07210	DDPEJL_07525	CFCNNG_07540	LOBFBJ_06630	HJCBJE_04865	BDBJLG_08275	FMMFDJ_10450	GKNDCE_07025	FDHOFG_07250	CEFCCI_09175	KMLEIH_08065	NDPNHO_07760	OIKCCF_07565	EFBKIP_06440	CONBLF_09005	IAMNGM_08140	OCDEKD_02860	ABIDKG_08650	FIMDAF_09980	CNHFKG_11520	KGMBGA_05370	MLFLFD_04385	JAJJBD_02325	NOAGLL_00980	GHNCNC_03215	FPFKPL_01090
g00021_00006	g00021	NA	30S ribosomal protein S8	98	1	43	1	1	1	0	0	0	0	43	30S ribosomal protein S8(43)	NA(43)	408	408	408.00	1	29	CKFBNF_03255	PDKELN_03140	LKGPGJ_03160	NHAIDG_08560	JJKLOM_08500	KLBIAF_06665	PKJNML_02555	BJCJFD_07475	CJEPLJ_04040	NCGJEB_01935	FNBPHI_03555	AJPFBF_05805	IONAJF_07535	HDDGPA_07075	LGAECN_10640	KBFPKB_03930	NOBNEL_02370	BKGCNC_07215	DDPEJL_07520	CFCNNG_07535	LOBFBJ_06625	HJCBJE_04870	BDBJLG_08280	FMMFDJ_10455	GKNDCE_07030	FDHOFG_07255	CEFCCI_09180	KMLEIH_08060	NDPNHO_07755	OIKCCF_07560	EFBKIP_06435	CONBLF_09010	IAMNGM_08145	OCDEKD_02865	ABIDKG_08645	FIMDAF_09985	CNHFKG_11515	KGMBGA_05365	MLFLFD_04380	JAJJBD_02320	NOAGLL_00985	GHNCNC_03220	FPFKPL_01095
g00875_00006	g00875	NA	50S ribosomal protein L6	98	1	43	1	1	1	0	0	0	0	43	50S ribosomal protein L6(43)	NA(43)	543	543	543.00	1	30	CKFBNF_03260	PDKELN_03145	LKGPGJ_03165	NHAIDG_08555	JJKLOM_08495	KLBIAF_06660	PKJNML_02560	BJCJFD_07480	CJEPLJ_04045	NCGJEB_01940	FNBPHI_03550	AJPFBF_05800	IONAJF_07540	HDDGPA_07080	LGAECN_10645	KBFPKB_03925	NOBNEL_02365	BKGCNC_07220	DDPEJL_07515	CFCNNG_07530	LOBFBJ_06620	HJCBJE_04875	BDBJLG_08285	FMMFDJ_10460	GKNDCE_07035	FDHOFG_07260	CEFCCI_09185	KMLEIH_08055	NDPNHO_07750	OIKCCF_07555	EFBKIP_06430	CONBLF_09015	IAMNGM_08150	OCDEKD_02870	ABIDKG_08640	FIMDAF_09990	CNHFKG_11510	KGMBGA_05360	MLFLFD_04375	JAJJBD_02315	NOAGLL_00990	GHNCNC_03225	FPFKPL_01100
g00653_00006	g00653	NA	50S ribosomal protein L18	98	1	43	1	1	1	0	0	0	0	43	50S ribosomal protein L18(43)	NA(43)	384	384	384.00	1	31	CKFBNF_03265	PDKELN_03150	LKGPGJ_03170	NHAIDG_08550	JJKLOM_08490	KLBIAF_06655	PKJNML_02565	BJCJFD_07485	CJEPLJ_04050	NCGJEB_01945	FNBPHI_03545	AJPFBF_05795	IONAJF_07545	HDDGPA_07085	LGAECN_10650	KBFPKB_03920	NOBNEL_02360	BKGCNC_07225	DDPEJL_07510	CFCNNG_07525	LOBFBJ_06615	HJCBJE_04880	BDBJLG_08290	FMMFDJ_10465	GKNDCE_07040	FDHOFG_07265	CEFCCI_09190	KMLEIH_08050	NDPNHO_07745	OIKCCF_07550	EFBKIP_06425	CONBLF_09020	IAMNGM_08155	OCDEKD_02875	ABIDKG_08635	FIMDAF_09995	CNHFKG_11505	KGMBGA_05355	MLFLFD_04370	JAJJBD_02310	NOAGLL_00995	GHNCNC_03230	FPFKPL_01105
g00208_00006	g00208	NA	30S ribosomal protein S5	98	1	43	1	1	1	0	0	0	0	43	30S ribosomal protein S5(43)	NA(43)	612	612	612.00	1	32	CKFBNF_03270	PDKELN_03155	LKGPGJ_03175	NHAIDG_08545	JJKLOM_08485	KLBIAF_06650	PKJNML_02570	BJCJFD_07490	CJEPLJ_04055	NCGJEB_01950	FNBPHI_03540	AJPFBF_05790	IONAJF_07550	HDDGPA_07090	LGAECN_10655	KBFPKB_03915	NOBNEL_02355	BKGCNC_07230	DDPEJL_07505	CFCNNG_07520	LOBFBJ_06610	HJCBJE_04885	BDBJLG_08295	FMMFDJ_10470	GKNDCE_07045	FDHOFG_07270	CEFCCI_09195	KMLEIH_08045	NDPNHO_07740	OIKCCF_07545	EFBKIP_06420	CONBLF_09025	IAMNGM_08160	OCDEKD_02880	ABIDKG_08630	FIMDAF_10000	CNHFKG_11500	KGMBGA_05350	MLFLFD_04365	JAJJBD_02305	NOAGLL_01000	GHNCNC_03235	FPFKPL_01110
g00029_00006	g00029	NA	50S ribosomal protein L30	98	1	43	1	1	1	0	0	0	0	43	50S ribosomal protein L30(43)	NA(43)	183	183	183.00	1	33	CKFBNF_03275	PDKELN_03160	LKGPGJ_03180	NHAIDG_08540	JJKLOM_08480	KLBIAF_06645	PKJNML_02575	BJCJFD_07495	CJEPLJ_04060	NCGJEB_01955	FNBPHI_03535	AJPFBF_05785	IONAJF_07555	HDDGPA_07095	LGAECN_10660	KBFPKB_03910	NOBNEL_02350	BKGCNC_07235	DDPEJL_07500	CFCNNG_07515	LOBFBJ_06605	HJCBJE_04890	BDBJLG_08300	FMMFDJ_10475	GKNDCE_07050	FDHOFG_07275	CEFCCI_09200	KMLEIH_08040	NDPNHO_07735	OIKCCF_07540	EFBKIP_06415	CONBLF_09030	IAMNGM_08165	OCDEKD_02885	ABIDKG_08625	FIMDAF_10005	CNHFKG_11495	KGMBGA_05345	MLFLFD_04360	JAJJBD_02300	NOAGLL_01005	GHNCNC_03240	FPFKPL_01115
g00052_00006	g00052	NA	50S ribosomal protein L15	98	1	43	1	1	1	0	0	0	0	43	50S ribosomal protein L15(43)	NA(43)	444	444	444.00	1	34	CKFBNF_03280	PDKELN_03165	LKGPGJ_03185	NHAIDG_08535	JJKLOM_08475	KLBIAF_06640	PKJNML_02580	BJCJFD_07500	CJEPLJ_04065	NCGJEB_01960	FNBPHI_03530	AJPFBF_05780	IONAJF_07560	HDDGPA_07100	LGAECN_10665	KBFPKB_03905	NOBNEL_02345	BKGCNC_07240	DDPEJL_07495	CFCNNG_07510	LOBFBJ_06600	HJCBJE_04895	BDBJLG_08305	FMMFDJ_10480	GKNDCE_07055	FDHOFG_07280	CEFCCI_09205	KMLEIH_08035	NDPNHO_07730	OIKCCF_07535	EFBKIP_06410	CONBLF_09035	IAMNGM_08170	OCDEKD_02890	ABIDKG_08620	FIMDAF_10010	CNHFKG_11490	KGMBGA_05340	MLFLFD_04355	JAJJBD_02295	NOAGLL_01010	GHNCNC_03245	FPFKPL_01120
g00162_00006	g00162	NA	NAD(P)H-dependent FMN reductase	98	1	43	1	1	1	0	0	0	0	43	NAD(P)H-dependent FMN reductase(43)	NA(43)	648	648	648.00	1	35	CKFBNF_03285	PDKELN_03170	LKGPGJ_03190	NHAIDG_08530	JJKLOM_08470	KLBIAF_06635	PKJNML_02585	BJCJFD_07505	CJEPLJ_04070	NCGJEB_01965	FNBPHI_03525	AJPFBF_05775	IONAJF_07565	HDDGPA_07105	LGAECN_10670	KBFPKB_03900	NOBNEL_02340	BKGCNC_07245	DDPEJL_07490	CFCNNG_07505	LOBFBJ_06595	HJCBJE_04900	BDBJLG_08310	FMMFDJ_10485	GKNDCE_07060	FDHOFG_07285	CEFCCI_09210	KMLEIH_08030	NDPNHO_07725	OIKCCF_07530	EFBKIP_06405	CONBLF_09040	IAMNGM_08175	OCDEKD_02895	ABIDKG_08615	FIMDAF_10015	CNHFKG_11485	KGMBGA_05335	MLFLFD_04350	JAJJBD_02290	NOAGLL_01015	GHNCNC_03250	FPFKPL_01125
g00594_00006	g00594	NA	Flavin-dependent oxidoreductase%2C luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	98	1	43	1	1	1	0	0	0	0	43	Flavin-dependent oxidoreductase%2C luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)(43)	NA(43)	1197	1197	1197.00	1	36	CKFBNF_03290	PDKELN_03175	LKGPGJ_03195	NHAIDG_08525	JJKLOM_08465	KLBIAF_06630	PKJNML_02590	BJCJFD_07510	CJEPLJ_04075	NCGJEB_01970	FNBPHI_03520	AJPFBF_05770	IONAJF_07570	HDDGPA_07110	LGAECN_10675	KBFPKB_03895	NOBNEL_02335	BKGCNC_07250	DDPEJL_07485	CFCNNG_07500	LOBFBJ_06590	HJCBJE_04905	BDBJLG_08315	FMMFDJ_10490	GKNDCE_07065	FDHOFG_07290	CEFCCI_09215	KMLEIH_08025	NDPNHO_07720	OIKCCF_07525	EFBKIP_06400	CONBLF_09045	IAMNGM_08180	OCDEKD_02900	ABIDKG_08610	FIMDAF_10020	CNHFKG_11480	KGMBGA_05330	MLFLFD_04345	JAJJBD_02285	NOAGLL_01020	GHNCNC_03255	FPFKPL_01130
g00854_00006	g00854	NA	translation initiation factor IF-2	98	1	43	1	1	1	0	0	0	0	43	translation initiation factor IF-2(43)	NA(43)	2910	2952	2922.98	2	1	CKFBNF_07620	PDKELN_07600	LKGPGJ_07615	NHAIDG_04030	JJKLOM_04085	KLBIAF_03105	PKJNML_02405	BJCJFD_10740	CJEPLJ_06740	NCGJEB_02205	FNBPHI_10305	AJPFBF_09970	IONAJF_11410	HDDGPA_01685	LGAECN_06315	KBFPKB_04555	NOBNEL_01820	BKGCNC_04880	DDPEJL_00750	CFCNNG_00750	LOBFBJ_00850	HJCBJE_01265	BDBJLG_04125	FMMFDJ_00225	GKNDCE_01005	FDHOFG_03945	CEFCCI_11545	KMLEIH_00350	NDPNHO_00750	OIKCCF_04250	EFBKIP_00350	CONBLF_00350	IAMNGM_03900	OCDEKD_07135	ABIDKG_04715	FIMDAF_00350	CNHFKG_01510	KGMBGA_03080	MLFLFD_03220	JAJJBD_01510	NOAGLL_08190	GHNCNC_04805	FPFKPL_09190
g00731_00006	g00731	NA	30S ribosome-binding factor RbfA	98	1	43	1	1	1	0	0	0	0	43	30S ribosome-binding factor RbfA(43)	NA(43)	441	441	441.00	2	2	CKFBNF_07615	PDKELN_07595	LKGPGJ_07610	NHAIDG_04035	JJKLOM_04080	KLBIAF_03100	PKJNML_02400	BJCJFD_10745	CJEPLJ_06735	NCGJEB_02210	FNBPHI_10310	AJPFBF_09975	IONAJF_11415	HDDGPA_01680	LGAECN_06320	KBFPKB_04560	NOBNEL_01825	BKGCNC_04885	DDPEJL_00755	CFCNNG_00755	LOBFBJ_00855	HJCBJE_01270	BDBJLG_04120	FMMFDJ_00220	GKNDCE_01010	FDHOFG_03940	CEFCCI_11550	KMLEIH_00345	NDPNHO_00755	OIKCCF_04245	EFBKIP_00345	CONBLF_00345	IAMNGM_03895	OCDEKD_07140	ABIDKG_04720	FIMDAF_00345	CNHFKG_01515	KGMBGA_03085	MLFLFD_03215	JAJJBD_01515	NOAGLL_08185	GHNCNC_04810	FPFKPL_09195
g00237_00006	g00237	NA	tRNA pseudouridine(55) synthase TruB	98	1	43	1	1	1	0	0	0	0	43	tRNA pseudouridine(55) synthase TruB(43)	NA(43)	897	897	897.00	2	3	CKFBNF_07610	PDKELN_07590	LKGPGJ_07605	NHAIDG_04040	JJKLOM_04075	KLBIAF_03095	PKJNML_02395	BJCJFD_10750	CJEPLJ_06730	NCGJEB_02215	FNBPHI_10315	AJPFBF_09980	IONAJF_11420	HDDGPA_01675	LGAECN_06325	KBFPKB_04565	NOBNEL_01830	BKGCNC_04890	DDPEJL_00760	CFCNNG_00760	LOBFBJ_00860	HJCBJE_01275	BDBJLG_04115	FMMFDJ_00215	GKNDCE_01015	FDHOFG_03935	CEFCCI_11555	KMLEIH_00340	NDPNHO_00760	OIKCCF_04240	EFBKIP_00340	CONBLF_00340	IAMNGM_03890	OCDEKD_07145	ABIDKG_04725	FIMDAF_00340	CNHFKG_01520	KGMBGA_03090	MLFLFD_03210	JAJJBD_01520	NOAGLL_08180	GHNCNC_04815	FPFKPL_09200
g00068_00006	g00068	NA	Glycerol uptake facilitator or related aquaporin (Major Intrinsic protein Family)	98	1	43	1	1	1	0	0	0	0	43	Glycerol uptake facilitator or related aquaporin (Major Intrinsic protein Family)(43)	NA(43)	792	792	792.00	2	4	CKFBNF_07605	PDKELN_07585	LKGPGJ_07600	NHAIDG_04045	JJKLOM_04070	KLBIAF_03090	PKJNML_02390	BJCJFD_10755	CJEPLJ_06725	NCGJEB_02220	FNBPHI_10320	AJPFBF_09985	IONAJF_11425	HDDGPA_01670	LGAECN_06330	KBFPKB_04570	NOBNEL_01835	BKGCNC_04895	DDPEJL_00765	CFCNNG_00765	LOBFBJ_00865	HJCBJE_01280	BDBJLG_04110	FMMFDJ_00210	GKNDCE_01020	FDHOFG_03930	CEFCCI_11560	KMLEIH_00335	NDPNHO_00765	OIKCCF_04235	EFBKIP_00335	CONBLF_00335	IAMNGM_03885	OCDEKD_07150	ABIDKG_04730	FIMDAF_00335	CNHFKG_01525	KGMBGA_03095	MLFLFD_03205	JAJJBD_01525	NOAGLL_08175	GHNCNC_04820	FPFKPL_09205
g00244_00006	g00244	NA	glycerol kinase GlpK	98	1	43	1	1	1	0	0	0	0	43	glycerol kinase GlpK(43)	NA(43)	1527	1527	1527.00	2	5	CKFBNF_07600	PDKELN_07580	LKGPGJ_07595	NHAIDG_04050	JJKLOM_04065	KLBIAF_03085	PKJNML_02385	BJCJFD_10760	CJEPLJ_06720	NCGJEB_02225	FNBPHI_10325	AJPFBF_09990	IONAJF_11430	HDDGPA_01665	LGAECN_06335	KBFPKB_04575	NOBNEL_01840	BKGCNC_04900	DDPEJL_00770	CFCNNG_00770	LOBFBJ_00870	HJCBJE_01285	BDBJLG_04105	FMMFDJ_00205	GKNDCE_01025	FDHOFG_03925	CEFCCI_11565	KMLEIH_00330	NDPNHO_00770	OIKCCF_04230	EFBKIP_00330	CONBLF_00330	IAMNGM_03880	OCDEKD_07155	ABIDKG_04735	FIMDAF_00330	CNHFKG_01530	KGMBGA_03100	MLFLFD_03200	JAJJBD_01530	NOAGLL_08170	GHNCNC_04825	FPFKPL_09210
g00974_00006	g00974	NA	bifunctional riboflavin kinase/FAD synthetase	98	1	43	1	1	1	0	0	0	0	43	bifunctional riboflavin kinase/FAD synthetase(43)	NA(43)	978	978	978.00	2	6	CKFBNF_07595	PDKELN_07575	LKGPGJ_07590	NHAIDG_04055	JJKLOM_04060	KLBIAF_03080	PKJNML_02380	BJCJFD_10765	CJEPLJ_06715	NCGJEB_02230	FNBPHI_10330	AJPFBF_09995	IONAJF_11435	HDDGPA_01660	LGAECN_06340	KBFPKB_04580	NOBNEL_01845	BKGCNC_04905	DDPEJL_00775	CFCNNG_00775	LOBFBJ_00875	HJCBJE_01290	BDBJLG_04100	FMMFDJ_00200	GKNDCE_01030	FDHOFG_03920	CEFCCI_11570	KMLEIH_00325	NDPNHO_00775	OIKCCF_04225	EFBKIP_00325	CONBLF_00325	IAMNGM_03875	OCDEKD_07160	ABIDKG_04740	FIMDAF_00325	CNHFKG_01535	KGMBGA_03105	MLFLFD_03195	JAJJBD_01535	NOAGLL_08165	GHNCNC_04830	FPFKPL_09215
g00103_00006	g00103	NA	30S ribosomal protein S15	98	1	43	1	1	1	0	0	0	0	43	30S ribosomal protein S15(43)	NA(43)	264	264	264.00	2	7	CKFBNF_07590	PDKELN_07570	LKGPGJ_07585	NHAIDG_04060	JJKLOM_04055	KLBIAF_03075	PKJNML_02375	BJCJFD_10770	CJEPLJ_06710	NCGJEB_02235	FNBPHI_10335	AJPFBF_10000	IONAJF_11440	HDDGPA_01655	LGAECN_06345	KBFPKB_04585	NOBNEL_01850	BKGCNC_04910	DDPEJL_00780	CFCNNG_00780	LOBFBJ_00880	HJCBJE_01295	BDBJLG_04095	FMMFDJ_00195	GKNDCE_01035	FDHOFG_03915	CEFCCI_11575	KMLEIH_00320	NDPNHO_00780	OIKCCF_04220	EFBKIP_00320	CONBLF_00320	IAMNGM_03870	OCDEKD_07165	ABIDKG_04745	FIMDAF_00320	CNHFKG_01540	KGMBGA_03110	MLFLFD_03190	JAJJBD_01540	NOAGLL_08160	GHNCNC_04835	FPFKPL_09220
g00106_00006	g00106	NA	polyribonucleotide nucleotidyltransferase	98	1	43	1	1	1	0	0	0	0	43	polyribonucleotide nucleotidyltransferase(43)	NA(43)	2211	2223	2218.53	2	8	CKFBNF_07585	PDKELN_07565	LKGPGJ_07580	NHAIDG_04065	JJKLOM_04050	KLBIAF_03070	PKJNML_02370	BJCJFD_10775	CJEPLJ_06705	NCGJEB_02240	FNBPHI_10340	AJPFBF_10005	IONAJF_11445	HDDGPA_01650	LGAECN_06350	KBFPKB_04590	NOBNEL_01855	BKGCNC_04915	DDPEJL_00785	CFCNNG_00785	LOBFBJ_00885	HJCBJE_01300	BDBJLG_04090	FMMFDJ_00190	GKNDCE_01040	FDHOFG_03910	CEFCCI_11580	KMLEIH_00315	NDPNHO_00785	OIKCCF_04215	EFBKIP_00315	CONBLF_00315	IAMNGM_03865	OCDEKD_07170	ABIDKG_04750	FIMDAF_00315	CNHFKG_01545	KGMBGA_03115	MLFLFD_03185	JAJJBD_01545	NOAGLL_08155	GHNCNC_04840	FPFKPL_09225
g00517_00006	g00517	NA	4-hydroxy-tetrahydrodipicolinate reductase	98	1	43	1	1	1	0	0	0	0	43	4-hydroxy-tetrahydrodipicolinate reductase(43)	NA(43)	741	741	741.00	2	9	CKFBNF_07580	PDKELN_07560	LKGPGJ_07575	NHAIDG_04070	JJKLOM_04045	KLBIAF_03065	PKJNML_02365	BJCJFD_10780	CJEPLJ_06700	NCGJEB_02245	FNBPHI_10345	AJPFBF_10010	IONAJF_11450	HDDGPA_01645	LGAECN_06355	KBFPKB_04595	NOBNEL_01860	BKGCNC_04920	DDPEJL_00790	CFCNNG_00790	LOBFBJ_00890	HJCBJE_01305	BDBJLG_04085	FMMFDJ_00185	GKNDCE_01045	FDHOFG_03905	CEFCCI_11585	KMLEIH_00310	NDPNHO_00790	OIKCCF_04210	EFBKIP_00310	CONBLF_00310	IAMNGM_03860	OCDEKD_07175	ABIDKG_04755	FIMDAF_00310	CNHFKG_01550	KGMBGA_03120	MLFLFD_03180	JAJJBD_01550	NOAGLL_08150	GHNCNC_04845	FPFKPL_09230
g00457_00006	g00457	NA	mRNA degradation ribonuclease J1/J2	98	1	43	1	1	1	0	0	0	0	43	mRNA degradation ribonuclease J1/J2(43)	NA(43)	1686	1752	1750.47	2	10	CKFBNF_07565	PDKELN_07545	LKGPGJ_07560	NHAIDG_04090	JJKLOM_04030	KLBIAF_03050	PKJNML_02350	BJCJFD_10795	CJEPLJ_06685	NCGJEB_02260	FNBPHI_10360	AJPFBF_10025	IONAJF_11465	HDDGPA_01630	LGAECN_06370	KBFPKB_04610	NOBNEL_01875	BKGCNC_04935	DDPEJL_00805	CFCNNG_00805	LOBFBJ_00905	HJCBJE_01320	BDBJLG_04070	FMMFDJ_00170	GKNDCE_01060	FDHOFG_03890	CEFCCI_11600	KMLEIH_00295	NDPNHO_00805	OIKCCF_04195	EFBKIP_00295	CONBLF_00295	IAMNGM_03845	OCDEKD_07190	ABIDKG_04770	FIMDAF_00295	CNHFKG_01565	KGMBGA_03135	MLFLFD_03165	JAJJBD_01565	NOAGLL_08135	GHNCNC_04860	FPFKPL_09245
